Date,Open,High,Low,Close,Volume,Adj. Close*
4-Oct-93,3581.11,3603.19,3550.65,3577.76,2293800,3577.76
1-Oct-93,3555.12,3605.14,3541.71,3581.11,2568700,3581.11
30-Sep-93,3566.30,3583.63,3528.57,3555.12,2827400,3555.12
29-Sep-93,3566.02,3596.48,3538.91,3566.30,2776900,3566.30
28-Sep-93,3567.70,3589.49,3542.27,3566.02,2433200,3566.02
27-Sep-93,3543.11,3589.49,3539.47,3567.70,2449200,3567.70
24-Sep-93,3539.75,3568.54,3507.90,3543.11,2482700,3543.11
23-Sep-93,3547.02,3567.70,3513.48,3539.75,2766600,3539.75
22-Sep-93,3537.24,3577.20,3516.56,3547.02,2889600,3547.02
21-Sep-93,3575.80,3592.57,3501.47,3537.24,3017400,3537.24
20-Sep-93,3613.25,3632.81,3567.98,3575.80,2280400,3575.80
17-Sep-93,3630.85,3637.28,3580.83,3613.25,3696000,3613.25
16-Sep-93,3633.65,3651.25,3601.79,3630.85,2297000,3630.85
15-Sep-93,3615.76,3644.82,3573.84,3633.65,2944100,3633.65
14-Sep-93,3634.21,3639.51,3590.61,3615.76,2586200,3615.76
13-Sep-93,3621.63,3655.16,3607.66,3634.21,2449700,3634.21
10-Sep-93,3589.49,3636.16,3576.64,3621.63,2699500,3621.63
9-Sep-93,3588.93,3616.04,3556.52,3589.49,2580700,3589.49
8-Sep-93,3607.10,3623.31,3561.27,3588.93,2831000,3588.93
7-Sep-93,3633.93,3649.02,3592.57,3607.10,2295000,3607.10
3-Sep-93,3626.10,3651.53,3603.75,3633.93,1971600,3633.93
2-Sep-93,3645.10,3660.19,3610.17,3626.10,2598700,3626.10
1-Sep-93,3651.25,3665.50,3619.67,3645.10,2450400,3645.10
31-Aug-93,3643.99,3662.99,3619.67,3651.25,2528300,3651.25
30-Aug-93,3640.63,3667.46,3621.63,3643.99,1941800,3643.99
27-Aug-93,3648.18,3656.28,3606.54,3640.63,1961400,3640.63
26-Aug-93,3652.09,3681.71,3620.23,3648.18,2478000,3648.18
25-Aug-93,3638.96,3674.17,3620.51,3652.09,3016400,3652.09
24-Aug-93,3605.98,3648.18,3590.89,3638.96,2707000,3638.96
23-Aug-93,3615.48,3630.57,3578.87,3605.98,2125000,3605.98
20-Aug-93,3612.13,3633.37,3580.55,3615.48,2768000,3615.48
19-Aug-93,3604.86,3632.25,3581.11,3612.13,2933300,3612.13
18-Aug-93,3586.98,3638.96,3577.48,3604.86,3129400,3604.86
17-Aug-93,3579.15,3611.29,3554.00,3586.98,2613200,3586.98
16-Aug-93,3569.65,3606.54,3547.86,3579.15,2291900,3579.15
13-Aug-93,3569.09,3594.52,3547.58,3569.65,2143700,3569.65
12-Aug-93,3583.35,3607.66,3537.24,3569.09,2785300,3569.09
11-Aug-93,3572.73,3607.94,3550.93,3583.35,2683300,3583.35
10-Aug-93,3576.08,3599.83,3547.02,3572.73,2555200,3572.73
9-Aug-93,3560.43,3599.83,3541.15,3576.08,2327500,3576.08
6-Aug-93,3548.97,3583.35,3536.12,3560.43,2211500,3560.43
5-Aug-93,3552.05,3574.12,3523.54,3548.97,2496500,3548.97
4-Aug-93,3561.27,3579.99,3530.25,3552.05,2300400,3552.05
3-Aug-93,3560.99,3588.10,3530.81,3561.27,2545400,3561.27
2-Aug-93,3539.47,3578.32,3524.94,3560.99,2303800,3560.99
30-Jul-93,3567.42,3581.11,3515.72,3539.47,2544200,3539.47
29-Jul-93,3553.45,3593.41,3531.37,3567.42,2612400,3567.42
28-Jul-93,3565.46,3588.38,3524.38,3553.45,2705300,3553.45
27-Jul-93,3567.70,3604.86,3533.60,3565.46,2567500,3565.46
26-Jul-93,3546.74,3584.74,3541.43,3567.70,2232800,3567.70
23-Jul-93,3525.22,3569.37,3508.17,3546.74,2221700,3546.74
22-Jul-93,3555.40,3566.86,3514.32,3525.22,2496300,3525.22
21-Jul-93,3544.78,3573.84,3516.84,3555.40,2785900,3555.40
20-Jul-93,3535.28,3567.98,3500.63,3544.78,2751300,3544.78
19-Jul-93,3528.29,3563.23,3502.87,3535.28,2163700,3535.28
16-Jul-93,3550.93,3571.61,3505.94,3528.29,2631000,3528.29
15-Jul-93,3542.55,3573.01,3509.85,3550.93,2778100,3550.93
14-Jul-93,3515.44,3562.39,3507.34,3542.55,2858900,3542.55
13-Jul-93,3524.38,3544.22,3491.13,3515.44,2367200,3515.44
12-Jul-93,3521.06,3545.97,3495.04,3524.38,2023100,3524.38
9-Jul-93,3514.42,3544.03,3490.89,3521.06,2352100,3521.06
8-Jul-93,3475.67,3532.41,3462.38,3514.42,2829100,3514.42
7-Jul-93,3449.93,3495.32,3443.28,3475.67,2531700,3475.67
6-Jul-93,3483.97,3502.52,3443.28,3449.93,2334200,3449.93
2-Jul-93,3510.54,3511.65,3468.47,3483.97,2207500,3483.97
1-Jul-93,3516.08,3542.10,3487.29,3510.54,2920400,3510.54
30-Jun-93,3518.85,3543.48,3493.11,3516.08,2811200,3516.08
29-Jun-93,3530.20,3544.87,3491.44,3518.85,2763100,3518.85
28-Jun-93,3490.89,3542.10,3486.74,3530.20,2420900,3530.20
25-Jun-93,3490.61,3512.76,3473.18,3490.89,2104300,3490.89
24-Jun-93,3466.81,3504.73,3449.10,3490.61,2674500,3490.61
23-Jun-93,3497.53,3514.14,3445.77,3466.81,2782600,3466.81
22-Jun-93,3510.82,3530.47,3474.28,3497.53,2595300,3497.53
21-Jun-93,3494.77,3531.86,3477.05,3510.82,2236500,3510.82
18-Jun-93,3521.89,3539.88,3478.44,3494.77,3005000,3494.77
17-Jun-93,3511.65,3539.61,3488.68,3521.89,2398100,3521.89
16-Jun-93,3492.00,3527.43,3460.17,3511.65,2645000,3511.65
15-Jun-93,3514.69,3531.86,3471.24,3492.00,2341100,3492.00
14-Jun-93,3505.01,3538.22,3486.74,3514.69,2104400,3514.69
11-Jun-93,3491.72,3536.01,3479.27,3505.01,2552000,3505.01
10-Jun-93,3511.93,3538.22,3461.83,3491.72,2317600,3491.72
9-Jun-93,3510.54,3541.54,3490.89,3511.93,2490300,3511.93
8-Jun-93,3532.13,3543.48,3494.21,3510.54,2381700,3510.54
7-Jun-93,3545.14,3570.33,3510.82,3532.13,2369300,3532.13
4-Jun-93,3544.87,3563.13,3516.63,3545.14,2264400,3545.14
3-Jun-93,3553.45,3569.50,3516.08,3544.87,2857700,3544.87
2-Jun-93,3552.34,3576.14,3530.47,3553.45,2871200,3553.45
1-Jun-93,3527.43,3577.25,3518.02,3552.34,2296900,3552.34
28-May-93,3554.83,3563.41,3503.62,3527.43,2078200,3527.43
27-May-93,3540.16,3582.23,3523.28,3554.83,3008100,3554.83
26-May-93,3516.63,3558.98,3498.64,3540.16,2742300,3540.16
25-May-93,3507.78,3534.35,3486.46,3516.63,2220900,3516.63
24-May-93,3492.83,3526.60,3472.35,3507.78,1979900,3507.78
21-May-93,3523.28,3532.96,3468.47,3492.83,2791200,3492.83
20-May-93,3500.03,3539.88,3475.39,3523.28,2891600,3523.28
19-May-93,3444.39,3511.10,3405.09,3500.03,3424200,3500.03
18-May-93,3449.93,3468.47,3409.79,3444.39,2643000,3444.39
17-May-93,3443.01,3465.98,3421.42,3449.93,2275800,3449.93
14-May-93,3447.99,3472.62,3421.14,3443.01,2529100,3443.01
13-May-93,3482.31,3486.74,3428.89,3447.99,2898600,3447.99
12-May-93,3468.75,3501.69,3441.07,3482.31,2556800,3482.31
11-May-93,3443.28,3481.76,3421.42,3468.75,2184800,3468.75
10-May-93,3437.19,3485.36,3420.31,3443.28,2355800,3443.28
7-May-93,3441.90,3468.47,3413.67,3437.19,2235700,3437.19
6-May-93,3449.10,3475.67,3418.93,3441.90,2554600,3441.90
5-May-93,3446.19,3478.44,3420.86,3449.10,2709600,3449.10
4-May-93,3446.46,3477.26,3424.04,3446.19,2683100,3446.19
3-May-93,3427.55,3462.94,3402.42,3446.46,2208600,3446.46
30-Apr-93,3425.12,3466.18,3405.39,3427.55,2474600,3427.55
29-Apr-93,3413.50,3444.57,3377.57,3425.12,2497600,3425.12
28-Apr-93,3415.93,3445.65,3372.16,3413.50,2679800,3413.50
27-Apr-93,3398.37,3433.76,3364.06,3415.93,2841400,3415.93
26-Apr-93,3413.77,3442.14,3369.46,3398.37,2811800,3398.37
23-Apr-93,3429.17,3448.08,3385.67,3413.77,2598100,3413.77
22-Apr-93,3439.44,3488.33,3399.99,3429.17,3103900,3429.17
21-Apr-93,3443.49,3480.77,3401.34,3439.44,2873000,3439.44
20-Apr-93,3466.99,3486.71,3400.26,3443.49,3179900,3443.49
19-Apr-93,3478.61,3499.41,3436.73,3466.99,2447100,3466.99
16-Apr-93,3455.92,3498.60,3437.54,3478.61,3051600,3478.61
15-Apr-93,3455.64,3484.28,3419.17,3455.92,2595000,3455.92
14-Apr-93,3444.03,3482.93,3424.85,3455.64,2573400,3455.64
13-Apr-93,3428.09,3469.42,3408.37,3444.03,2866900,3444.03
12-Apr-93,3396.48,3452.67,3391.08,3428.09,2596100,3428.09
8-Apr-93,3397.02,3429.44,3357.58,3396.48,2824700,3396.48
7-Apr-93,3377.57,3417.55,3355.41,3397.02,2962900,3397.02
6-Apr-93,3379.19,3417.55,3339.75,3377.57,2896400,3377.57
5-Apr-93,3370.81,3411.61,3338.39,3379.19,2386300,3379.19
2-Apr-93,3439.44,3439.44,3344.88,3370.81,3233300,3370.81
1-Apr-93,3435.11,3466.45,3419.98,3439.44,2319500,3439.44
31-Mar-93,3457.27,3484.82,3424.85,3435.11,2757100,3435.11
30-Mar-93,3455.10,3481.58,3422.14,3457.27,2333300,3457.27
29-Mar-93,3439.98,3487.52,3431.87,3455.10,1998900,3455.10
26-Mar-93,3461.32,3484.28,3428.63,3439.98,2191300,3439.98
25-Mar-93,3445.38,3485.36,3429.44,3461.32,2500400,3461.32
24-Mar-93,3461.86,3489.14,3417.55,3445.38,2719800,3445.38
23-Mar-93,3463.48,3488.60,3438.08,3461.86,2319000,3461.86
22-Mar-93,3471.58,3483.20,3429.71,3463.48,2319000,3463.48
19-Mar-93,3465.64,3493.20,3446.46,3471.58,2955100,3471.58
18-Mar-93,3427.01,3486.17,3427.01,3465.64,2404900,3465.64
17-Mar-93,3442.95,3458.35,3408.91,3426.74,2378500,3426.74
16-Mar-93,3442.41,3466.72,3423.77,3442.95,2177300,3442.95
15-Mar-93,3427.82,3460.51,3412.96,3442.41,1926900,3442.41
12-Mar-93,3447.81,3447.81,3385.40,3427.82,2447400,3427.82
11-Mar-93,3478.34,3493.74,3437.27,3457.00,2507200,3457.00
10-Mar-93,3472.12,3497.25,3432.68,3478.34,2551900,3478.34
9-Mar-93,3469.42,3495.63,3443.76,3472.12,2901200,3472.12
8-Mar-93,3404.58,3476.99,3401.34,3469.42,2745600,3469.42
5-Mar-93,3398.91,3447.81,3373.25,3404.58,2471300,3404.58
4-Mar-93,3404.04,3423.77,3372.43,3398.91,2307800,3398.91
3-Mar-93,3400.53,3437.00,3368.92,3404.04,2722900,3404.04
2-Mar-93,3355.41,3406.21,3334.07,3400.53,2696400,3400.53
1-Mar-93,3370.81,3404.58,3336.23,3355.41,2320900,3355.41
26-Feb-93,3365.14,3396.21,3336.23,3370.81,2341600,3370.81
25-Feb-93,3356.50,3387.02,3326.78,3365.14,2527900,3365.14
24-Feb-93,3323.27,3371.89,3311.92,3356.50,2989400,3356.50
23-Feb-93,3342.99,3373.52,3296.79,3323.27,3210500,3323.27
22-Feb-93,3322.18,3367.30,3297.06,3342.99,3115100,3342.99
19-Feb-93,3302.19,3347.04,3270.04,3322.18,3079600,3322.18
18-Feb-93,3312.19,3362.98,3262.48,3302.19,3095700,3302.19
17-Feb-93,3309.49,3338.12,3273.56,3312.19,2872400,3312.19
16-Feb-93,3391.62,3391.62,3285.98,3309.49,3253500,3309.49
12-Feb-93,3422.69,3436.19,3378.11,3392.43,2157500,3392.43
11-Feb-93,3412.42,3455.64,3395.94,3422.69,2527800,3422.69
10-Feb-93,3414.58,3438.08,3379.19,3412.42,2484800,3412.42
9-Feb-93,3437.54,3449.16,3394.86,3414.58,2336700,3414.58
8-Feb-93,3442.14,3472.94,3408.91,3437.54,2403500,3437.54
5-Feb-93,3416.74,3463.21,3391.62,3442.14,3209600,3442.14
4-Feb-93,3373.79,3441.33,3367.03,3416.74,3464800,3416.74
3-Feb-93,3328.67,3397.83,3322.73,3373.79,3425300,3373.79
2-Feb-93,3332.18,3355.68,3300.30,3328.67,2692500,3328.67
1-Feb-93,3310.03,3343.80,3300.30,3332.18,2382600,3332.18
29-Jan-93,3306.25,3331.10,3287.06,3310.03,2470100,3310.03
28-Jan-93,3291.39,3327.86,3270.58,3306.25,2555500,3306.25
27-Jan-93,3298.95,3318.67,3260.05,3291.39,2768800,3291.39
26-Jan-93,3292.20,3331.91,3272.47,3298.95,3114500,3298.95
25-Jan-93,3256.81,3324.89,3243.84,3292.20,2880100,3292.20
22-Jan-93,3253.02,3292.74,3225.74,3256.81,2932500,3256.81
21-Jan-93,3241.95,3269.77,3219.25,3253.02,2573500,3253.02
20-Jan-93,3255.99,3278.96,3231.41,3241.95,2677400,3241.95
19-Jan-93,3274.91,3299.49,3239.52,3255.99,2831100,3255.99
18-Jan-93,3271.12,3296.52,3244.65,3274.91,1959800,3274.91
15-Jan-93,3267.88,3300.03,3238.70,3271.12,3061400,3271.12
14-Jan-93,3263.56,3297.06,3230.87,3267.88,2800200,3267.88
13-Jan-93,3264.64,3283.01,3225.47,3263.56,2450200,3263.56
12-Jan-93,3262.75,3287.06,3229.79,3264.64,2392500,3264.64
11-Jan-93,3251.67,3284.09,3228.98,3262.75,2171500,3262.75
8-Jan-93,3268.96,3280.31,3221.68,3251.67,2626200,3251.67
7-Jan-93,3305.16,3333.51,3250.30,3268.96,3031400,3268.96
6-Jan-93,3307.87,3330.29,3276.53,3305.16,2828500,3305.16
5-Jan-93,3309.22,3338.12,3279.23,3307.87,2405500,3307.87
4-Jan-93,3301.11,3335.69,3282.74,3309.22,1996800,3309.22
31-Dec-92,3321.10,3340.29,3294.36,3301.11,1659100,3301.11
30-Dec-92,3310.84,3340.54,3298.93,3321.10,1838700,3321.10
29-Dec-92,3333.26,3364.87,3295.71,3310.84,2136600,3310.84
28-Dec-92,3326.24,3352.17,3297.33,3333.26,1438000,3333.26
24-Dec-92,3313.54,3339.48,3303.27,3326.24,952400,3326.24
23-Dec-92,3321.10,3350.55,3293.01,3313.54,2279800,3313.54
22-Dec-92,3312.46,3347.04,3286.52,3321.10,2496700,3321.10
21-Dec-92,3313.27,3335.15,3280.85,3312.46,2246800,3312.46
18-Dec-92,3269.23,3325.97,3261.94,3313.27,3710800,3313.27
17-Dec-92,3255.18,3289.22,3229.79,3269.23,2485900,3269.23
16-Dec-92,3284.36,3303.00,3238.70,3255.18,2419100,3255.18
15-Dec-92,3292.20,3313.27,3260.32,3284.36,2258800,3284.36
14-Dec-92,3304.08,3324.89,3279.50,3292.20,1835100,3292.20
11-Dec-92,3312.19,3324.89,3280.85,3304.08,1644500,3304.08
10-Dec-92,3323.81,3335.69,3285.17,3312.19,2405700,3312.19
9-Dec-92,3322.18,3345.42,3295.98,3323.81,2299800,3323.81
8-Dec-92,3307.33,3331.64,3288.41,3322.18,2343000,3322.18
7-Dec-92,3288.68,3320.56,3274.37,3307.33,2177000,3307.33
4-Dec-92,3276.53,3312.46,3261.40,3288.68,2274100,3288.68
3-Dec-92,3286.25,3302.73,3252.48,3276.53,2382000,3276.53
2-Dec-92,3294.36,3310.84,3265.18,3286.25,2418600,3286.25
1-Dec-92,3305.16,3321.64,3268.15,3294.36,2590200,3294.36
30-Nov-92,3282.20,3326.51,3270.31,3305.16,2301900,3305.16
27-Nov-92,3266.26,3304.62,3259.24,3282.20,1060100,3282.20
25-Nov-92,3248.70,3285.71,3243.57,3266.26,2067000,3266.26
24-Nov-92,3223.04,3277.88,3209.26,3248.70,2415200,3248.70
23-Nov-92,3227.36,3251.13,3196.83,3223.04,1904900,3223.04
20-Nov-92,3209.53,3249.78,3197.64,3227.36,2563400,3227.36
19-Nov-92,3207.37,3231.14,3190.35,3209.53,2187000,3209.53
18-Nov-92,3193.32,3227.09,3176.84,3207.37,2186600,3207.37
17-Nov-92,3205.74,3223.31,3178.19,3193.32,1854600,3193.32
16-Nov-92,3233.03,3241.41,3191.16,3205.74,1735000,3205.74
13-Nov-92,3239.79,3252.48,3211.69,3233.03,1923200,3233.03
12-Nov-92,3240.33,3264.91,3214.39,3239.79,2245800,3239.79
11-Nov-92,3225.47,3258.70,3203.31,3240.33,2401600,3240.33
10-Nov-92,3240.87,3268.15,3212.50,3225.47,2219900,3225.47
9-Nov-92,3240.06,3268.69,3220.33,3240.87,1974900,3240.87
6-Nov-92,3243.84,3264.64,3216.82,3240.06,2048700,3240.06
5-Nov-92,3223.04,3259.78,3203.58,3243.84,2195800,3243.84
4-Nov-92,3252.48,3274.10,3211.15,3223.04,1939800,3223.04
3-Nov-92,3262.21,3285.44,3226.82,3252.48,2097400,3252.48
2-Nov-92,3226.28,3274.64,3211.42,3262.21,2016200,3262.21
30-Oct-92,3246.27,3260.59,3208.45,3226.28,1967400,3226.28
29-Oct-92,3251.40,3268.96,3224.39,3246.27,2063000,3246.27
28-Oct-92,3235.73,3262.48,3210.34,3251.40,2030400,3251.40
27-Oct-92,3244.11,3270.31,3210.88,3235.73,2016500,3235.73
26-Oct-92,3207.64,3256.00,3190.08,3244.11,1879500,3244.11
23-Oct-92,3200.88,3233.57,3175.76,3207.64,1974000,3207.64
22-Oct-92,3187.10,3221.14,3162.79,3200.88,2160800,3200.88
21-Oct-92,3186.02,3211.69,3163.33,3187.10,2189900,3187.10
20-Oct-92,3188.45,3223.31,3166.30,3186.02,2582200,3186.02
19-Oct-92,3174.41,3211.15,3154.14,3188.45,2186700,3188.45
16-Oct-92,3174.68,3203.85,3123.89,3174.41,2344800,3174.41
15-Oct-92,3195.48,3207.37,3147.66,3174.68,2069900,3174.68
14-Oct-92,3201.42,3225.74,3167.11,3195.48,1754400,3195.48
13-Oct-92,3174.41,3222.77,3159.28,3201.42,1841200,3201.42
12-Oct-92,3140.10,3186.29,3140.10,3174.41,1265900,3174.41
9-Oct-92,3176.03,3176.57,3120.37,3136.58,1789100,3136.58
8-Oct-92,3152.25,3195.48,3135.77,3176.03,2037800,3176.03
7-Oct-92,3178.19,3200.88,3136.85,3152.25,1831000,3152.25
6-Oct-92,3179.00,3205.20,3147.93,3178.19,1966600,3178.19
5-Oct-92,3197.10,3197.10,3087.41,3179.00,2843800,3179.00
2-Oct-92,3254.37,3259.51,3193.59,3200.61,1874000,3200.61
1-Oct-92,3271.66,3291.39,3237.35,3254.37,2036700,3254.37
30-Sep-92,3266.80,3291.66,3247.89,3271.66,1842200,3271.66
29-Sep-92,3276.26,3295.98,3247.08,3266.80,1703500,3266.80
28-Sep-92,3250.32,3283.01,3226.55,3276.26,1574800,3276.26
25-Sep-92,3287.87,3292.20,3226.82,3250.32,2136500,3250.32
24-Sep-92,3278.69,3310.84,3267.07,3287.87,1877700,3287.87
23-Sep-92,3280.85,3302.19,3252.48,3278.69,2043500,3278.69
22-Sep-92,3320.83,3327.05,3270.58,3280.85,1869900,3280.85
21-Sep-92,3327.05,3341.91,3295.71,3320.83,1539000,3320.83
18-Sep-92,3315.70,3340.56,3297.87,3327.05,2360800,3327.05
17-Sep-92,3319.21,3347.04,3292.20,3315.70,1882700,3315.70
16-Sep-92,3327.32,3353.52,3288.95,3319.21,2293800,3319.21
15-Sep-92,3372.98,3372.98,3317.86,3327.32,2002200,3327.32
14-Sep-92,3326.51,3391.35,3326.51,3376.22,2509000,3376.22
11-Sep-92,3305.16,3327.32,3285.44,3305.70,1806400,3305.70
10-Sep-92,3271.39,3318.94,3261.67,3305.16,2219700,3305.16
9-Sep-92,3260.59,3284.09,3244.92,3271.39,1728900,3271.39
8-Sep-92,3281.93,3292.20,3245.73,3260.59,1609300,3260.59
4-Sep-92,3292.20,3306.23,3265.16,3281.93,1243400,3281.93
3-Sep-92,3290.31,3325.95,3268.94,3292.20,2125400,3292.20
2-Sep-92,3266.26,3301.90,3249.76,3290.31,1870100,3290.31
1-Sep-92,3257.35,3279.21,3239.77,3266.26,1726500,3266.26
31-Aug-92,3267.61,3287.04,3244.90,3257.35,1602300,3257.35
28-Aug-92,3254.64,3280.56,3237.88,3267.61,1522300,3267.61
27-Aug-92,3246.81,3285.69,3237.06,3254.64,1784900,3254.64
26-Aug-92,3232.22,3261.38,3217.07,3246.81,1718400,3246.81
25-Aug-92,3228.17,3253.00,3200.86,3232.22,2016300,3232.22
24-Aug-92,3254.09,3258.41,3207.08,3228.17,1651300,3228.17
21-Aug-92,3304.89,3330.27,3243.55,3254.09,2026400,3254.09
20-Aug-92,3307.06,3326.22,3285.69,3304.89,1833900,3304.89
19-Aug-92,3329.48,3347.56,3302.44,3307.06,1867100,3307.06
18-Aug-92,3324.89,3343.80,3309.22,3329.48,1698800,3329.48
17-Aug-92,3328.94,3350.28,3310.03,3324.89,1527500,3324.89
14-Aug-92,3313.27,3342.16,3300.82,3328.94,1661800,3328.94
13-Aug-92,3320.83,3347.29,3294.07,3313.27,1857000,3313.27
12-Aug-92,3331.10,3349.72,3304.88,3320.83,1764400,3320.83
11-Aug-92,3337.58,3356.48,3304.34,3331.10,1738100,3331.10
10-Aug-92,3332.18,3350.26,3305.14,3337.58,1424400,3337.58
7-Aug-92,3340.56,3378.38,3318.40,3332.18,1883400,3332.18
6-Aug-92,3365.14,3374.33,3327.05,3340.56,1813900,3340.56
5-Aug-92,3384.32,3391.35,3347.58,3365.14,1724100,3365.14
4-Aug-92,3395.40,3405.12,3367.03,3384.32,1667400,3384.32
3-Aug-92,3393.78,3413.23,3365.14,3395.40,1643600,3395.40
31-Jul-92,3391.89,3414.85,3371.89,3393.78,1729200,3393.78
30-Jul-92,3379.19,3409.16,3351.07,3391.89,1932800,3391.89
29-Jul-92,3345.13,3399.70,3345.13,3379.19,2757600,3379.19
28-Jul-92,3282.20,3345.67,3277.59,3334.07,2179500,3334.07
27-Jul-92,3285.71,3311.38,3265.99,3282.20,1646800,3282.20
24-Jul-92,3290.04,3305.68,3261.94,3285.71,1638700,3285.71
23-Jul-92,3277.61,3308.39,3255.43,3290.04,1754600,3290.04
22-Jul-92,3308.41,3310.28,3262.19,3277.61,1901300,3277.61
21-Jul-92,3303.00,3335.94,3292.45,3308.41,1738000,3308.41
20-Jul-92,3318.38,3318.38,3271.11,3303.00,1657300,3303.00
17-Jul-92,3359.74,3359.74,3308.14,3331.64,1875200,3331.64
16-Jul-92,3345.42,3375.66,3318.65,3361.63,2060400,3361.63
15-Jul-92,3358.39,3381.87,3319.73,3345.42,2065500,3345.42
14-Jul-92,3337.31,3371.88,3315.95,3358.39,1953100,3358.39
13-Jul-92,3330.56,3357.55,3315.41,3337.31,1488200,3337.31
10-Jul-92,3324.08,3355.93,3304.88,3330.56,1647500,3330.56
9-Jul-92,3293.28,3345.40,3292.45,3324.08,2079700,3324.08
8-Jul-92,3295.17,3322.98,3258.70,3293.28,2000200,3293.28
7-Jul-92,3339.21,3360.80,3285.69,3295.17,2187400,3295.17
6-Jul-92,3330.29,3367.57,3295.96,3339.21,1864100,3339.21
2-Jul-92,3354.10,3385.43,3303.30,3330.29,2201300,3330.29
1-Jul-92,3318.52,3366.43,3305.45,3354.10,2142400,3354.10
30-Jun-92,3319.86,3347.71,3295.01,3318.52,1955200,3318.52
29-Jun-92,3282.41,3330.32,3278.16,3319.86,1767100,3319.86
26-Jun-92,3284.01,3303.04,3254.89,3282.41,1544300,3282.41
25-Jun-92,3290.70,3319.62,3261.31,3284.01,1823100,3284.01
24-Jun-92,3285.62,3317.75,3262.11,3290.70,1938500,3290.70
23-Jun-92,3280.80,3312.13,3263.45,3285.62,1891700,3285.62
22-Jun-92,3285.35,3298.22,3242.32,3280.80,1693400,3280.80
19-Jun-92,3274.12,3313.20,3264.79,3285.35,2334400,3285.35
18-Jun-92,3287.76,3313.74,3245.53,3274.12,2150800,3274.12
17-Jun-92,3329.49,3347.98,3271.21,3287.76,2276500,3287.76
16-Jun-92,3354.90,3379.01,3321.76,3329.49,1788500,3329.49
15-Jun-92,3354.36,3371.79,3327.11,3354.90,1591000,3354.90
12-Jun-92,3351.51,3397.68,3339.62,3354.36,1818300,3354.36
11-Jun-92,3343.22,3374.61,3301.51,3351.51,1929400,3351.51
10-Jun-92,3369.92,3385.76,3328.99,3343.22,2063800,3343.22
9-Jun-92,3404.14,3412.98,3350.25,3369.92,1907800,3369.92
8-Jun-92,3398.69,3422.83,3370.21,3404.14,1611300,3404.14
5-Jun-92,3399.73,3424.64,3356.98,3398.69,1990500,3398.69
4-Jun-92,3406.99,3428.02,3376.43,3399.73,2043600,3399.73
3-Jun-92,3396.10,3431.13,3378.76,3406.99,2157300,3406.99
2-Jun-92,3413.21,3435.27,3380.84,3396.10,2006600,3396.10
1-Jun-92,3396.88,3424.39,3365.02,3413.21,1807800,3413.21
29-May-92,3398.43,3433.98,3384.20,3396.88,2027300,3396.88
28-May-92,3370.44,3408.31,3354.91,3398.43,1952300,3398.43
27-May-92,3364.21,3396.65,3337.29,3370.44,1799800,3370.44
26-May-92,3386.77,3410.91,3338.84,3364.21,1969500,3364.21
22-May-92,3378.71,3408.49,3364.08,3386.77,1466400,3386.77
21-May-92,3393.84,3402.88,3354.80,3378.71,1821900,3378.71
20-May-92,3397.99,3421.42,3376.04,3393.84,1981700,3393.84
19-May-92,3376.03,3413.37,3350.41,3397.99,1870300,3397.99
18-May-92,3353.09,3398.24,3349.93,3376.03,1498300,3376.03
15-May-92,3368.88,3380.30,3330.43,3353.09,1920400,3353.09
14-May-92,3391.98,3397.46,3347.59,3368.88,1877000,3368.88
13-May-92,3385.12,3414.17,3362.93,3391.98,1716100,3391.98
12-May-92,3397.58,3414.81,3361.51,3385.12,1928100,3385.12
11-May-92,3369.41,3410.11,3363.82,3397.58,1557300,3397.58
8-May-92,3363.37,3388.41,3344.59,3369.41,1686700,3369.41
7-May-92,3369.41,3390.65,3343.25,3363.37,1689100,3363.37
6-May-92,3359.35,3398.70,3346.60,3369.41,1990700,3369.41
5-May-92,3378.13,3393.78,3346.15,3359.35,1988600,3359.35
4-May-92,3340.79,3394.68,3340.79,3378.13,1745200,3378.13
1-May-92,3359.12,3375.67,3316.64,3336.09,1773600,3336.09
30-Apr-92,3333.18,3377.01,3314.40,3359.12,2231600,3359.12
29-Apr-92,3307.92,3353.75,3295.39,3333.18,1997400,3333.18
28-Apr-92,3304.56,3329.83,3273.03,3307.92,1867400,3307.92
27-Apr-92,3324.46,3340.79,3284.66,3304.56,1728200,3304.56
24-Apr-92,3348.61,3381.48,3305.23,3324.46,1987400,3324.46
23-Apr-92,3338.77,3376.34,3298.52,3348.61,2357400,3348.61
22-Apr-92,3343.25,3366.72,3309.48,3338.77,2187900,3338.77
21-Apr-92,3336.31,3366.50,3305.68,3343.25,2144000,3343.25
20-Apr-92,3366.50,3375.67,3300.98,3336.31,1919100,3336.31
16-Apr-92,3353.76,3387.97,3321.33,3366.50,2324800,3366.50
15-Apr-92,3306.13,3370.08,3296.51,3353.76,2284000,3353.76
14-Apr-92,3269.90,3336.54,3259.39,3306.13,2320400,3306.13
13-Apr-92,3255.37,3293.60,3230.77,3269.90,1431000,3269.90
10-Apr-92,3227.64,3280.86,3227.64,3255.37,1994500,3255.37
9-Apr-92,3181.35,3245.08,3171.06,3224.96,2313300,3224.96
8-Apr-92,3213.55,3221.38,3141.77,3181.35,2492100,3181.35
7-Apr-92,3275.49,3291.81,3207.51,3213.55,2051100,3213.55
6-Apr-92,3249.11,3295.84,3238.37,3275.49,1793300,3275.49
